||valtech-employment-section||Valtech employment section|Firstly, we're going to ask you about your working patterns and location in 2022. These are key inputs to emissions calculations!||||||||Sección de empleo de Valtech|En primer lugar, le preguntaremos sobre sus patrones de trabajo y ubicación en 2022. ¡Estos son insumos clave para los cálculos de emisiones!| | | ||Section emploi Valtech|Tout d'abord, nous allons vous poser des questions sur vos habitudes et vos lieux de travail en 2022. Ce sont des données clés pour le calcul des émissions !| | | ||Seção: o trabalho na Valtech|Em primeiro lugar, vamos perguntar sobre seus padrões de trabalho e localização em 2022. Estes são os principais insumos para os cálculos de emissões!| | | |$
IF NO MOVES ON TO cooling section||wfh-emissions_home-heating|WORKING FROM HOME EMISSIONS|Do you ever use any source of heat in the room you usually work in at home, during working hours? |This includes **any** source of heat. For example, you might use central heating or district heating. Or you may use something smaller-scale such as infrared panels or an electric blanket / throw that goes on your knees.|MULTIPLE OPTIONS - ONE CHOICE|"Options:
 - Yes
 - No"|Whether heating emissions relevant|||||¿Alguna vez usa alguna fuente de calor en la habitación en la que trabaja habitualmente en casa, durante las horas de trabajo? |Esto incluye **cualquier** fuente de calor. Por ejemplo, puede usar calefacción central o calefacción urbana. O puede usar algo de menor escala, como paneles infrarrojos o una manta eléctrica que se pone de rodillas.|"Opciones:
- Sí
- No"| | ||Vous arrive-t-il d'utiliser quelconque moyen de chauffage dans la pièce dans laquelle vous télétravaillez habituellement, pendant les heures de travail ?|Cela inclut **toute** source de chaleur. Par exemple, vous pouvez utiliser le chauffage central ou un chauffage d'appoint.|"Options :
 - Oui
 - Non"| | ||Você já usou alguma fonte de calor no cômodo em que costuma trabalhar em casa, durante o horário de trabalho? |Isso inclui **qualquer** fonte de calor. Por exemplo, você pode usar aquecimento central ou aquecimento urbano. Ou você pode usar algo em menor escala, como painéis infravermelhos ou um cobertor elétrico que coloca sobre as pernas.|"Opções:
- Sim
- Não"| | |$
||wfh-emissions_home-heating-sources|WORKING FROM HOME EMISSIONS|Which heat sources best describe how you heat the room in your home that you usually work from?||MULTIPLE OPTIONS - MULTIPLE CHOICE|"Options:
 - Gas (natural gas, propane, LPG)
 - Oil (diesel, kerosene, heating oil)
 - Electricity
 - Renewable / biomass 
 - Coal
 - District heating
 - Other (please specify)"|||"* OTHER TEXT: Other (please specify)
* OTHER PLACEHOLDER: Different heating source"|||Seleccione las fuentes de calor que mejor describan cómo calienta la habitación de su hogar desde la que normalmente trabaja.| |"Opciones:
 - Gas (gas natural, propano, GLP)
- Aceite (diesel, queroseno, aceite de calefacción)
- Electricidad
- Renovable / biomasa
- Carbón
- Calefacción urbana
- Otro (especifique)"|"* OTRO MARCADOR DE POSICIÓN: diferente fuente de calefacción
* OTRO TEXTO: Otro (especifique)"| ||Quelles sources de chaleur utilisez-vous le plus souvent pour chauffez la pièce de votre maison dans laquelle vous travaillez habituellement ?| |"Options :
 - Gaz (gaz naturel, propane, GPL)
 - Huile (diesel, kérosène, mazout de chauffage)
 - Électricité
 - Énergies renouvelables / biomasse
 - Charbon
 - Chauffage collectif
 - Autre (veuillez préciser)"|"* AUTRE ESPACE RÉSERVÉ : Source de chauffage différente
* AUTRE TEXTE : Autre (veuillez préciser)"| ||Quais fontes de calor descrevem melhor como você aquece o cômodo da sua sua casa do qual você geralmente trabalha?| |"Opções:
- Gás (gás natural, propano, GPL)
- Óleo (diesel, querosene, óleo de aquecimento)
- Eletricidade
- Renováveis / biomassa
- Carvão
- Aquecimento urbano
- Outro (por favor especifique)"|"* OUTRO ESPAÇO RESERVADO: Fonte de aquecimento diferente
* OUTRO TEXTO: Outro (especifique)"||$
||wfh-emissions_home-heating-sources-during-months-of-year-explanation|WORKING FROM HOME EMISSIONS||"*Instructions:*

Select all the heating sources you use in the room you usually work in. Then specify how many hours *of the working day* you use each heat source for on average within each month.

E.g. if your gas furnace is typically on for 4 hours of your working day from Dec-Jan, select ""gas furnace"" and ""4"" in December and January in the question below. If you also use an electric throw for 2 hours of your working day in Jan, select ""electric blanket / throw"" and ""2"" in January.

*Note:*
 - If your usage or working room varies, please give your best estimate.
 - You can add as many sources as applicable.
 - If your heating is controlled automatically (e.g. ""always-on"" thermostat / centrally controlled system), select ""auto"" in the months your system is on."|||||||||"*Instruciones:*                                                                                                                                  
Seleccione todas las fuentes de calefacción que utiliza en la habitación en la que normalmente trabaja. A continuación, especifique cuántas horas *del día hábil* utiliza cada fuente de calor en promedio dentro de cada mes.

Por ejemplo, si su horno de gas está normalmente encendido durante 4 horas de su día de trabajo desde diciembre-enero, seleccione ""horno de gas"" y ""4"" en diciembre y enero en la siguiente pregunta. Si también utiliza un tiro eléctrico durante 2 horas de su día de trabajo en enero, seleccione ""manta eléctrica"" y ""2"" en enero.

*Nota:*                                                                                                                                              
- Si su uso o sala de trabajo varía, por favor dé su mejor estimación de su uso promedio.  - Puede agregar tantas fuentes como sea necesario.
- Si su fuente de calefacción se controla automáticamente (por ejemplo, en un termostato ""siempre encendido"" o un sistema controlado centralmente), seleccione ""automático"" en los menús desplegables en los meses en que su sistema está encendido."|| | || |"Instructions:  ""Sélectionnez toutes les sources de chauffage que vous utilisez dans la pièce où vous travaillez habituellement. Précisez ensuite combien d'heures *de la journée de travail* vous utilisez chaque source de chaleur en moyenne au cours de chaque mois.

Par exemple, si votre chaudière à gaz fonctionne généralement pendant 4 heures de votre journée de travail de décembre à janvier, sélectionnez ""chaudière à gaz"" et ""4"" en décembre et janvier dans la question ci-dessous. Si vous utilisez également une couverture chauffante pendant 2 heures de votre journée de travail en janvier, sélectionnez ""couverture chauffante"" et ""2"" en janvier.

*Note:*
 - Si votre utilisation ou votre espace de travail varie, veuillez donner votre meilleure estimation.
 - Vous pouvez ajouter autant de sources que nécessaire.
 - Si votre chauffage est contrôlé automatiquement (par exemple, thermostat ""toujours allumé"" / système à commande centralisée), sélectionnez ""auto"" pour les mois où votre système est en marche."| | | |||"*Instruções:*                                                                                                                                                                                                                                                                                                                                                                                                                  Selecione todas as fontes de aquecimento que você usa. Em seguida, especifique quantas horas *durante o dia útil* você usa cada fonte de calor, em média, em cada mês.

Por exemplo, se sua fornalha a gás está tipicamente ligada por 4 horas no seu dia de trabalho de Dez-Jan, selecione ""fornalha a gás"" e ""4"" em dezembro e Janeiro na questão abaixo. Se você também usar um cobertor elétrico por 2 horas por dia de trabalho em janeiro, selecione ""cobertor elétrico"" e depois ""2"" em dezembro e janeiro.

*Nota:*                                                                                                                                                
- Se o seu uso ou sala de trabalho variar, forneça sua melhor estimativa do seu uso médio.                                                                                                                                                  
-Você pode adicionar quantas fontes forem necessárias.
- Se sua fonte de aquecimento for controlada automaticamente (por exemplo, em um termostato ""sempre ligado"" ou sistema controlado centralmente), selecione ""automático"" nas listas suspensas nos meses em que seu sistema estiver ligado."|| | |$
"Only show sub categories per category
INSERT TABLE "||wfh-emissions_home-heating-sources-during-months-of-year-gas|WORKING FROM HOME EMISSIONS|Tell us about the gas heating sources you use *in the room you usually work in at home*. |Add all applicable heating sources and the number of hours you typically use them for *during a working day* in each month. |Table|"COLUMNS: 
- Heating source
- January
- February
- March
- April
- May
- June
- July
- August
- September
- October
- November
- December

OPTIONS:
 - Gas furnace
 - Gas boiler
 - Gas space heater / Portable gas heater"|||"

* AUTOMATIC OPTION: Automatic
* ADD ROW TEXT: Add heating source
* REMOVE ROW TEXT: Remove heating source
* OTHER TEXT: Other (please specify)
* OTHER PLACEHOLDER: Different heating source"|||Cuéntenos más sobre las fuentes de calefacción de gas que usa *en la habitación en la que trabaja habitualmente en casa*.|Agregue todas las fuentes de calefacción aplicables y el número de horas que usualmente las utiliza *durante un día hábil* en cada mes. |"COLUMNAS:
- Fuente de calefacción
- Enero
- Febrero
- Marzo
- Abril
- Mayo
- Junio
- Julio
- Agosto
- Septiembre
- Octubre
- Noviembre
- Diciembre

                                                                 
OPCIONES:
- Horno de gas
- Caldera de gas
- Calentador de gas /  Calentador de gas portátil"|"

* OPCIÓN AUTOMÁTICA: Automático
* AÑADIR TEXTO DE FILA: Añadir fuente de calefacción
* ELIMINAR EL TEXTO de la FILA: Eliminar fuente de calefacción
* OTRO TEXTO: Otro (especifique)
* OTRO MARCADOR DE POSICIÓN: diferente fuente de calefacción"| ||Indiquez-nous les sources de chauffage au gaz que vous utilisez *dans la pièce où vous travaillez habituellement à la maison*. |Ajoutez toutes les sources de chauffage concernées et le nombre d'heures pendant lesquelles vous les utilisez habituellement *pendant un jour de travail* au cours de chaque mois. |"COLONNES :
- Source de chauffage
- Janvier
- Février
- Mars
- Avril
- Mai
- Juin
- Juillet
- Août
- Septembre
- Octobre
- Novembre
- Décembre

OPTIONS :
- Fournaise au gaz
- Chaudière à gaz 
- Chauffage d'appoint gaz / chauffage
 au gaz portable"|"

* OPTION AUTOMATIQUE : Automatique
* AJOUTER UN TEXTE DE LIGNE : Ajouter une source de chauffage
* SUPPRIMER LE TEXTE DE LA LIGNE : Supprimer la source de chauffage
* AUTRE TEXTE : Autre (veuillez préciser)
* AUTRE ESPACE RÉSERVÉ : Source de chauffage différente"| ||Conte-nos mais sobre as fontes de aquecimento a gás que você usa *no cômodo em que você costuma trabalhar em casa*.|Adicione todas as fontes de calor aplicáveis e o número de horas que você tipicamente os utiliza *durante um dia de trabalho* em cada mês.|"COLUNAS:
- Fonte de aquecimento
- Janeiro
- Fevereiro
- Março
- Abril
- Maio
- Junho
- Julho
- Agosto
- Setembro
- Outubro
- Novembro
- Dezembro

OPÇÕES:
- Fornalha a gás
- Caldeira a gás
- Aquecedor de ambiente a gás / Aquecedor de gás portátil"|"

* OPÇÃO AUTOMÁTICA: Automático
* ADICIONAR TEXTO DA LINHA: Adicionar fonte de aquecimento
* REMOVER TEXTO DA LINHA: Remover fonte de aquecimento
* OUTRO TEXTO: Outro (especifique)
* OUTRO ESPAÇO RESERVADO: Fonte de aquecimento diferente"| |$
"Only show sub categories per category
INSERT TABLE "||wfh-emissions_home-heating-sources-during-months-of-year-oil|WORKING FROM HOME EMISSIONS|Tell us more about the oil heating sources you use *in the room you usually work in at home*.|Add all applicable heating sources and the number of hours you typically use them for *during a working day* in each month. |Table|"COLUMNS: 
- Heating source
- January
- February
- March
- April
- May
- June
- July
- August
- September
- October
- November
- December

OPTIONS:
 - Oil furnace
 - Oil boiler
 - Oil space heater / Portable oil heater"|||"
* AUTOMATIC OPTION: Automatic
* ADD ROW TEXT: Add heating source
* REMOVE ROW TEXT: Remove heating source
* OTHER TEXT: Other (please specify)
* OTHER PLACEHOLDER: Different heating source"|||Cuéntenos más sobre las fuentes de calefacción de aceite que usa *en la habitación en la que trabaja habitualmente en casa*.|Agregue todas las fuentes de calefacción aplicables y el número de horas que usualmente las utiliza *durante un día hábil* en cada mes. |"COLUMNAS:
- Fuente de calefacción
- Enero
- Febrero
- Marzo
- Abril
- Mayo
- Junio
- Julio
- Agosto
- Septiembre
- Octubre
- Noviembre
- Diciembre

                                                                 
OPCIONES:
- Horno de aceite
- Caldera de aceite
- Calentador de aceite/  Calentador de aceite portátil"|"

* OPCIÓN AUTOMÁTICA: Automático
* AÑADIR TEXTO DE FILA: Añadir fuente de calefacción
* ELIMINAR EL TEXTO de la FILA: Eliminar fuente de calefacción
* OTRO TEXTO: Otro (especifique)
* OTRO MARCADOR DE POSICIÓN: diferente fuente de calefacción"| ||Veuillez nous en dire plus sur les sources de chauffage à l'huile que vous utilisez *dans la pièce où vous travaillez habituellement à la maison*.|Ajoutez toutes les sources de chauffage concernées et le nombre d'heures pendant lesquelles vous les utilisez habituellement *pendant un jour de travail* au cours de chaque mois. |"COLONNES :
- Source de chauffage
- Janvier
- Février
- Mars
- Avril
- Mai
- Juin
- Juillet
- Août
- Septembre
- Octobre
- Novembre
- Décembre

OPTIONS :
- Fournaise au mazout
- Chaudière à mazout
- Chauffage d'appoint mazout / chauffage
 au mazout portable"|"

* OPTION AUTOMATIQUE : Automatique
* AJOUTER UN TEXTE DE LIGNE :  Ajouter une source de chauffage
* SUPPRIMER LE TEXTE DE LA LIGNE : Supprimer la source de chauffage
* AUTRE TEXTE : Autre (veuillez préciser)
* AUTRE ESPACE RÉSERVÉ : Source de chauffage différente"| ||Conte-nos mais sobre as fontes de aquecimento a óleo que você usa *no cômodo em que você costuma trabalhar em casa*, durante o horário de trabalho.|Adicione todas as fontes de calor aplicáveis e o número de horas que você tipicamente os utiliza *durante um dia de trabalho* em cada mês.|"COLUNAS:
- Fonte de aquecimento
- janeiro
- Fevereiro
- Março
- Abril
- Maio
- Junho
- Julho
- Agosto
- Setembro
- Outubro
- Novembro
- Dezembro

OPÇÕES:
- Fornalha a gás
- Caldeira a gás
- Aquecedor de ambiente a gás / Aquecedor de gás portátil"|"

* OPÇÃO AUTOMÁTICA: Automático
* ADICIONAR TEXTO DA LINHA: Adicionar fonte de aquecimento
* REMOVER TEXTO DA LINHA: Remover fonte de aquecimento
* OUTRO TEXTO: Outro (especifique)
* OUTRO ESPAÇO RESERVADO: Fonte de aquecimento diferente"| |$
"Only show sub categories per category
INSERT TABLE "||wfh-emissions_home-heating-sources-during-months-of-year-electricity|WORKING FROM HOME EMISSIONS|Tell us more about the electricity heating sources you use *in the room you usually work in at home*.|Add all applicable heating sources and the number of hours you typically use them for *during a working day* in each month. |Table|"COLUMNS: 
- Heating source
- January
- February
- March
- April
- May
- June
- July
- August
- September
- October
- November
- December

OPTIONS:
 - Electric boiler
 - Electric space heater
 - Small plug-in electric heater
 - Electric blanket / throw
 - Air source heat pump
 - Ground source heat pump
 - Water source heat pump"|||"

* AUTOMATIC OPTION: Automatic
* ADD ROW TEXT: Add heating source
* REMOVE ROW TEXT: Remove heating source
* OTHER TEXT: Other (please specify)
* OTHER PLACEHOLDER: Different heating source"|||Cuéntenos más sobre las fuentes de calefacción de electricidad que usa *en la habitación en la que trabaja habitualmente en casa*.|Agregue todas las fuentes de calefacción aplicables y el número de horas que usualmente las utiliza *durante un día hábil* en cada mes. |"COLUMNAS:
- Fuente de calefacción
- Enero
- Febrero
- Marzo
- Abril
- Mayo
- Junio
- Julio
- Agosto
- Septiembre
- Octubre
- Noviembre
- Diciembre

OPCIONES:
- Caldera eléctrica
- Calentador de espacio eléctrico
- Calentador eléctrico portátil
- Manta eléctrica
- Bomba de calor de fuente de aire
- Bomba de calor de fuente de tierra
- Bomba de calor de fuente de agua"|"

* OPCIÓN AUTOMÁTICA: Automático
* AÑADIR TEXTO DE FILA: Añadir fuente de calefacción
* ELIMINAR EL TEXTO de la FILA: Eliminar fuente de calefacción
* OTRO TEXTO: Otro (especifique)
* OTRO MARCADOR DE POSICIÓN: diferente fuente de calefacción"| ||Veuillez nous en dire plus sur les sources de chauffage éléctriques que vous utilisez *dans la pièce où vous travaillez habituellement à la maison*.|Ajoutez toutes les sources de chauffage concernées et le nombre d'heures pendant lesquelles vous les utilisez habituellement *pendant un jour de travail* au cours de chaque mois. |"COLONNES :
- Source de chauffage
- Janvier
- Février
- Mars
- Avril
- Mai
- Juin
- Juillet
- Août
- Septembre
- Octobre
- Novembre
- Décembre

OPTIONS :
 - Chaudière électrique
 - Chauffage électrique d'appoint
 - Petit chauffage électrique 
 - Couverture chauffante
 - Pompe à chaleur à air
 - Pompe à chaleur géothermique
 - Pompe à chaleur à eau"|"

* OPTION AUTOMATIQUE : Automatique
* AJOUTER UN TEXTE DE LIGNE : Ajouter une source de chauffage
* SUPPRIMER LE TEXTE DE LA LIGNE : Supprimer la source de chauffage
* AUTRE TEXTE : Autre (veuillez préciser)
* AUTRE ESPACE RÉSERVÉ : Source de chauffage différente"| ||Conte-nos mais sobre as fontes de aquecimento a eletricidade que você usa *no cômodo em que você costuma trabalhar em casa*.|Adicione todas as fontes de calor aplicáveis e o número de horas que você tipicamente os utiliza *durante um dia de trabalho* em cada mês.|"COLUNAS:
- Fonte de aquecimento
- janeiro
- Fevereiro
- Março
- Abril
- Maio
- Junho
- Julho
- Agosto
- Setembro
- Outubro
- Novembro
- Dezembro

                                                                                        
OPÇÕES:                                                                                                                                                                                 
- Caldeira elétrica
- Aquecedor de ambiente elétrico
- Aquecedor elétrico portátil
- Cobertor elétrico
- Bomba de calor de fonte de ar
- Bomba de calor de fonte de solo
- Bomba de calor de fonte de água"|"

* OPÇÃO AUTOMÁTICA: Automático
* ADICIONAR TEXTO DA LINHA: Adicionar fonte de aquecimento
* REMOVER TEXTO DA LINHA: Remover fonte de aquecimento
* OUTRO TEXTO: Outro (especifique)
* OUTRO ESPAÇO RESERVADO: Fonte de aquecimento diferente"| |$
"Only show sub categories per category
INSERT TABLE 

(Use heating table in ""WFH table"" tab)"||wfh-emissions_home-heating-sources-during-months-of-year-renewable|WORKING FROM HOME EMISSIONS|Tell us more about the renewable / biomass heating sources you use *in the room you usually work in at home*.|Add all applicable heating sources and the number of hours you typically use them for *during a working day* in each month. |Table|"COLUMNS: 
- Heating source
- January
- February
- March
- April
- May
- June
- July
- August
- September
- October
- November
- December

OPTIONS:
 - Solar heating (hot water system)
 - Wood burner system (logs, pellets, chips)
 - Geothermal (natural, not electric heat pump)
 - Hydrogen fuel cells"|||"

* AUTOMATIC OPTION: Automatic
* ADD ROW TEXT: Add heating source
* REMOVE ROW TEXT: Remove heating source
* OTHER TEXT: Other (please specify)
* OTHER PLACEHOLDER: Different heating source"|||Cuéntenos más sobre las fuentes de calefacción renovables bisomasa que usa *en la habitación en la que trabaja habitualmente en casa*.|Agregue todas las fuentes de calefacción aplicables y el número de horas que usualmente las utiliza *durante un día hábil* en cada mes. |"COLUMNAS:
- Fuente de calefacción
- Enero
- Febrero
- Marzo
- Abril
- Mayo
- Junio
- Julio
- Agosto
- Septiembre
- Octubre
- Noviembre
- Diciembre



                                                            

OPCIONES:       
- Calefacción solar (sistema de agua caliente)
- Sistema de quemador de madera (troncos, pellets, astillas)
- Geotérmica (natural, no bomba de calor eléctrica)
- Pilas de combustible de hidrógeno"|"

* OPCIÓN AUTOMÁTICA: Automático
* AÑADIR TEXTO DE FILA: Añadir fuente de calefacción
* ELIMINAR EL TEXTO de la FILA: Eliminar fuente de calefacción
* OTRO TEXTO: Otro (especifique)
* OTRO MARCADOR DE POSICIÓN: diferente fuente de calefacción"| ||Veuillez nous en dire plus sur les sources de chauffage renouvelables que vous utilisez *dans la pièce où vous travaillez habituellement à la maison*.|Ajoutez toutes les sources de chauffage concernées et le nombre d'heures pendant lesquelles vous les utilisez habituellement *pendant un jour de travail* au cours de chaque mois. |"COLONNES :
- Source de chauffage
- Janvier
- Février
- Mars
- Avril
- Mai
- Juin
- Juillet
- Août
- Septembre
- Octobre
- Novembre
- Décembre

OPTIONS :
 - Chauffage solaire (système d'eau chaude)
 - Système de poêle à bois (bûches, granulés, copeaux)
 - Géothermie (naturelle, pas de pompe à chaleur électrique)
 - Piles à combustible à hydrogène"|"

* OPTION AUTOMATIQUE : Automatique
* AJOUTER UN TEXTE DE LIGNE : Ajouter une source de chauffage
* SUPPRIMER LE TEXTE DE LA LIGNE : Supprimer la source de chauffage
* AUTRE TEXTE : Autre (veuillez préciser)
* AUTRE ESPACE RÉSERVÉ : Source de chauffage différente"| ||Conte-nos mais sobre as fontes de aquecimento renováveis / à biomassa que você usa *no cômodo em que você costuma trabalhar em casa*.|Adicione todas as fontes de calor aplicáveis e o número de horas que você tipicamente os utiliza *durante um dia de trabalho* em cada mês.|"COLUNAS:
- Fonte de aquecimento
- janeiro
- Fevereiro
- Março
- Abril
- Maio
- Junho
- Julho
- Agosto
- Setembro
- Outubro
- Novembro
- Dezembro

OPÇÕES:
                                                                                                                                                                                                       
- Aquecimento solar (sistema de água quente)
- Sistema de queimador de madeira (toras, pellets, cavacos)
- Geotérmica (natural, não bomba de calor elétrica)
- Células de combustível de hidrogênio"|"

* OPÇÃO AUTOMÁTICA: Automático
* ADICIONAR TEXTO DA LINHA: Adicionar fonte de aquecimento
* REMOVER TEXTO DA LINHA: Remover fonte de aquecimento
* OUTRO TEXTO: Outro (especifique)
* OUTRO ESPAÇO RESERVADO: Fonte de aquecimento diferente"| |$
"Only show sub categories per category
INSERT TABLE 

(Use heating table in ""WFH table"" tab)"||wfh-emissions_home-heating-sources-during-months-of-year-coal|WORKING FROM HOME EMISSIONS|Tell us more about the coal heating sources you use *in the room you usually work in at home*.|Add all applicable heating sources and the number of hours you typically use them for *during a working day* in each month. |Table|"COLUMNS: 
- Heating source
- January
- February
- March
- April
- May
- June
- July
- August
- September
- October
- November
- December

OPTIONS:
 - Coal furnace
 - Coal burner
 - Coal space heater
 - Coal fireplace
"|||"

* AUTOMATIC OPTION: Automatic
* ADD ROW TEXT: Add heating source
* REMOVE ROW TEXT: Remove heating source
* OTHER TEXT: Other (please specify)
* OTHER PLACEHOLDER: Different heating source"|||Cuéntenos más sobre las fuentes de calefacción de carbón que usa *en la habitación en la que trabaja habitualmente en casa*.|Agregue todas las fuentes de calefacción aplicables y el número de horas que usualmente las utiliza *durante un día hábil* en cada mes. |"COLUMNAS:
- Fuente de calefacción
- Enero
- Febrero
- Marzo
- Abril
- Mayo
- Junio
- Julio
- Agosto
- Septiembre
- Octubre
- Noviembre
- Diciembre

                                                                   
OPCIONES:                                                                                                                                                                                   
- Horno de carbón
- Quemador de carbón
- Calentador de carbón
- Chimenea de carbón"|"

* OPCIÓN AUTOMÁTICA: Automático
* AÑADIR TEXTO DE FILA: Añadir fuente de calefacción
* ELIMINAR EL TEXTO de la FILA: Eliminar fuente de calefacción
* OTRO TEXTO: Otro (especifique)
* OTRO MARCADOR DE POSICIÓN: diferente fuente de calefacción"| ||Veuillez nous en dire plus sur les sources de chauffage au charbon que vous utilisez *dans la pièce où vous travaillez habituellement à la maison*.|Ajoutez toutes les sources de chauffage concernées et le nombre d'heures pendant lesquelles vous les utilisez habituellement *pendant un jour de travail* au cours de chaque mois. |"COLONNES :
- Source de chauffage
- Janvier
- Février
- Mars
- Avril
- Mai
- Juin
- Juillet
- Août
- Septembre
- Octobre
- Novembre
- Décembre

OPTIONS :
 - Four à charbon
 - Brûleur à charbon
 - Chauffage d'appoint à charbon
 - Cheminée à charbon"|"

* OPTION AUTOMATIQUE : Automatique
* AJOUTER UN TEXTE DE LIGNE : Ajouter une source de chauffage
* SUPPRIMER LE TEXTE DE LA LIGNE : Supprimer la source de chauffage
* AUTRE TEXTE : Autre (veuillez préciser)
* AUTRE ESPACE RÉSERVÉ : Source de chauffage différente"| ||Conte-nos mais sobre as fontes de aquecimento a carvão que você usa *no cômodo em que você costuma trabalhar em casa*.|Adicione todas as fontes de calor aplicáveis e o número de horas que você tipicamente os utiliza *durante um dia de trabalho* em cada mês.|"COLUNAS:
- Fonte de aquecimento
- janeiro
- Fevereiro
- Março
- Abril
- Maio
- Junho
- Julho
- Agosto
- Setembro
- Outubro
- Novembro
- Dezembro                                                                                

OPÇÕES:
                                                                                                                                                                                                         
- Fornalha a carvão
- Queimador a carvão
- Aquecedor de ambiente a carvão
- Lareira a carvão"|"

* OPÇÃO AUTOMÁTICA: Automático
* ADICIONAR TEXTO DA LINHA: Adicionar fonte de aquecimento
* REMOVER TEXTO DA LINHA: Remover fonte de aquecimento
* OUTRO TEXTO: Outro (especifique)
* OUTRO ESPAÇO RESERVADO: Fonte de aquecimento diferente"| |$
"Only show sub categories per category
INSERT TABLE 

(Use heating table in ""WFH table"" tab)"||wfh-emissions_home-heating-sources-during-months-of-year-district-heating|WORKING FROM HOME EMISSIONS|Tell us more about the district heating sources you use *in the room you usually work in at home*, during working hours.|Add all applicable heating sources and the number of hours you typically use them for *during a working day* in each month. |Table|"COLUMNS: 
- Heating source
- January
- February
- March
- April
- May
- June
- July
- August
- September
- October
- November
- December

"|||"
* AUTOMATIC OPTION: Automatic
* ADD ROW TEXT: Add heating source
* REMOVE ROW TEXT: Remove heating source
* OTHER TEXT: Other (please specify)
* OTHER PLACEHOLDER: Different heating source"|||Cuéntenos más sobre las fuentes de calefacción urbana que usa *en la habitación en la que trabaja habitualmente en casa*, las horas de trabajo.|Agregue todas las fuentes de calefacción aplicables y el número de horas que usualmente las utiliza *durante un día hábil* en cada mes. |"COLUMNAS:
- Fuente de calefacción
- Enero
- Febrero
- Marzo
- Abril
- Mayo
- Junio
- Julio
- Agosto
- Septiembre
- Octubre
- Noviembre
- Diciembre
"|"

* OPCIÓN AUTOMÁTICA: Automático
* AÑADIR TEXTO DE FILA: Añadir fuente de calefacción
* ELIMINAR EL TEXTO de la FILA: Eliminar fuente de calefacción
* OTRO TEXTO: Otro (especifique)
* OTRO MARCADOR DE POSICIÓN: diferente fuente de calefacción"| ||Veuillez nous en dire plus sur les sources de chauffage collectifs que vous utilisez *dans la pièce où vous travaillez habituellement à la maison*.|Ajoutez toutes les sources de chauffage concernées et le nombre d'heures pendant lesquelles vous les utilisez habituellement *pendant un jour de travail* au cours de chaque mois. |"COLONNES :
- Source de chauffage
- Janvier
- Février
- Mars
- Avril
- Mai
- Juin
- Juillet
- Août
- Septembre
- Octobre
- Novembre
- Décembre"|"

* OPTION AUTOMATIQUE : Automatique
* AJOUTER UN TEXTE DE LIGNE : Ajouter une source de chauffage
* SUPPRIMER LE TEXTE DE LA LIGNE : Supprimer la source de chauffage
* AUTRE TEXTE : Autre (veuillez préciser)
* AUTRE ESPACE RÉSERVÉ : Source de chauffage différente"| ||Conte-nos mais sobre as fontes de aquecimento urbano que você usa *no cômodo em que você costuma trabalhar em casa*, durante o horário de trabalho.|Adicione todas as fontes de calor aplicáveis e o número de horas que você tipicamente os utiliza *durante um dia de trabalho* em cada mês.|"COLUNAS:
- Fonte de aquecimento
- Janeiro
- Fevereiro
- Março
- Abril
- Maio
- Junho
- Julho
- Agosto
- Setembro
- Outubro
- Novembro
- Dezembro"|"

* OPÇÃO AUTOMÁTICA: Automático
* ADICIONAR TEXTO DA LINHA: Adicionar fonte de aquecimento
* REMOVER TEXTO DA LINHA: Remover fonte de aquecimento
* OUTRO TEXTO: Outro (especifique)
* OUTRO ESPAÇO RESERVADO: Fonte de aquecimento diferente"| |$
||wfh-emissions_home-cooling-group|WORKING FROM HOME EMISSIONS|We're now going to ask you about if and how you *cool* your home.													|||||||||Ahora le preguntaremos si y cómo *enfría* su casa||||||Nous allons maintenant vous demander si et comment vous *rafraichissez* votre maison.| | | | ||Agora vamos perguntar se e como você *resfria* sua casa.|||||$
IF NO MOVES TO commuting section||wfh-emissions_home-cooling|WORKING FROM HOME EMISSIONS|Do you ever use any source of cooling in the room you usually work in at home, during working hours? |This includes **any** source of cooling. For example, you might use air conditioning, and / or something smaller-scale such as a desk fan.|MULTIPLE OPTIONS - ONE CHOICE|"Options:
 - Yes
 - No"||||||¿Alguna vez usa alguna fuente de enfriamiento en la habitación en la que trabaja habitualmente en casa, durante las horas de trabajo? |Esto incluye **cualquier** fuente de enfriamiento. Por ejemplo, puede usar aire acondicionado y / o puede usar algo de menor escala, como un ventilador de escritorio.|"Opciones:
- Sí
- No"| | ||Avez-vous déjà utilisé une source de refroidissement dans la pièce où vous travaillez habituellement à la maison, pendant les heures de travail ? |Cela inclut **toute** source de refroidissement. Par exemple, vous pouvez utiliser la climatisation, et / ou un ventilateur de bureau.|"Options :
 - Oui
 - Non"| | ||Você já usou alguma fonte de resfriamento no cômodo em que costuma trabalhar em casa, durante o horário de trabalho? |Isso inclui **qualquer** fonte de resfriamento. Por exemplo, você pode usar ar condicionado e / ou pode usar algo em menor escala, como um ventilador de mesa.|"Opções:
- Sim
- Não"| | |$
